Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
USA,2024,Renault,"$13,635 ",1473.0,13.22,89673.0,HEV,30236.0,Yes
India,2016,Nissan,$868 ,1273.0,10.47,74966.0,BEV,8139.0,yes
Netherlands,2020,BMW,"$27,641 ",1828.0,18.38,30528.0,PHEV,12975.0,YES
Norway,2016,Tesla,"$49,711 ",554.0,23.33,97034.0,HEV,51382.0,YES
Norway,2018,BYD,"$24,426 ",568.0,22.51,47873.0,PHEV,75397.0,no
Japan,2017,Hyundai,"$25,333 ",1080.0,15.49,47863.0,PHEV,48060.0,YES
UK,2023,Nissan,"$16,256 ",4032.0,19.39,82466.0,PHEV,8288.0,Yes
China,2021,Volkswagen,"$9,492 ",1495.0,23.11,60316.0,BEV,78702.0,yes
France,2016,Kia,"$28,565 ",4432.0,19.11,58866.0,HEV,56267.0,Yes
Netherlands,2015,Renault,"$4,394 ",3856.0,28.92,47548.0,BEV,52176.0,YES
India,2017,Hyundai,"$35,213 ",356.0,29.22,113694.0,BEV,42573.0,Yes
India,2022,Nissan,"$40,399 ",115.0,29.43,114646.0,HEV,13105.0,YES
India,2018,Hyundai,"$30,646 ",3878.0,7.51,92910.0,HEV,76596.0,Yes
UK,2024,Hyundai,"$5,933 ",1448.0,11.38,28227.0,PHEV,71096.0,Yes
Canada,2019,Volkswagen,"$47,463 ",4903.0,8.04,71647.0,PHEV,36175.0,yes
India,2015,Kia,"$39,776 ",3321.0,18.62,73670.0,PHEV,22990.0,YES
USA,2023,Tesla,"$43,080 ",3329.0,6.79,76267.0,BEV,70914.0,YES
China,2021,Tesla,"$47,940 ",350.0,23.21,92893.0,BEV,5987.0,no
Japan,2018,Hyundai,"$25,808 ",3488.0,2.86,116590.0,BEV,30681.0,yes
Germany,2023,Hyundai,"$8,823 ",1867.0,13.03,101177.0,PHEV,61832.0,Yes
France,2020,Volkswagen,"$25,747 ",514.0,23.86,118120.0,HEV,9484.0,Yes
Canada,2016,BMW,"$42,519 ",2313.0,8.15,56838.0,PHEV,60432.0,No
USA,2024,BMW,"$7,400 ",2170.0,5.36,64885.0,PHEV,63293.0,yes
UK,2019,Hyundai,"$6,721 ",728.0,27.15,92908.0,HEV,54649.0,no
Norway,2018,Tesla,$872 ,4037.0,13.06,20770.0,BEV,51083.0,Yes
Germany,2024,Hyundai,"$24,355 ",2000.0,23.86,99444.0,BEV,6383.0,yes
Norway,2016,BMW,"$10,337 ",552.0,3.52,84865.0,BEV,27817.0,No
India,2019,Ford,"$4,022 ",2067.0,26.14,19581.0,PHEV,14692.0,yes
Norway,2022,Renault,"$34,303 ",4581.0,16.62,55403.0,HEV,18460.0,No
Japan,2018,Hyundai,"$24,487 ",4311.0,25.82,93985.0,PHEV,5840.0,YES
Netherlands,2020,Nissan,"$21,033 ",4080.0,11.7,27955.0,HEV,25919.0,No
Germany,2020,Tesla,"$18,538 ",601.0,27.88,32807.0,HEV,69577.0,no
Norway,2020,Tesla,"$17,051 ",4389.0,7.82,90554.0,HEV,61614.0,yes
India,2022,Tesla,"$17,905 ",2003.0,17.38,77764.0,BEV,45630.0,No
India,2021,Tesla,"$38,202 ",2969.0,10.75,102907.0,PHEV,70810.0,no
France,2019,Ford,"$28,698 ",192.0,15.59,88811.0,BEV,46760.0,No
Canada,2015,Tesla,"$26,511 ",2413.0,13.93,90939.0,PHEV,13516.0,YES
Japan,2015,Kia,"$33,996 ",1297.0,22.13,43748.0,PHEV,67911.0,Yes
Canada,2018,Nissan,"$15,470 ",2516.0,10.84,34008.0,HEV,13657.0,Yes
Norway,2019,Nissan,"$18,343 ",4716.0,6.55,82818.0,HEV,43180.0,No
Netherlands,2020,Nissan,"$19,040 ",3301.0,20.02,28951.0,PHEV,41254.0,No
UK,2023,Kia,"$44,539 ",4741.0,12.7,92348.0,BEV,33205.0,yes
UK,2019,Ford,"$12,065 ",134.0,26.79,62991.0,BEV,12112.0,YES
Japan,2017,Hyundai,"$6,439 ",999.0,18.1,14869.0,PHEV,27328.0,yes
USA,2021,Kia,"$3,831 ",4038.0,12.88,28596.0,BEV,64726.0,yes
Canada,2019,Chevrolet,"$37,543 ",1717.0,6.85,117634.0,PHEV,11004.0,No
India,2015,BMW,"$38,690 ",4436.0,27.83,39937.0,PHEV,21762.0,Yes
France,2018,Tesla,"$16,508 ",304.0,9.17,67542.0,HEV,34161.0,yes
Canada,2020,Volkswagen,"$3,239 ",3477.0,17.58,65553.0,PHEV,54626.0,yes
France,2019,Kia,"$13,694 ",4241.0,11.88,81631.0,PHEV,9086.0,Yes
Norway,2017,Volkswagen,"$34,173 ",539.0,26.68,82942.0,HEV,56878.0,yes
China,2016,Nissan,"$46,102 ",2495.0,29.38,106604.0,HEV,53545.0,yes
USA,2022,Nissan,"$29,795 ",1998.0,14.9,77437.0,BEV,10185.0,no
Norway,2022,Chevrolet,"$16,939 ",1766.0,14.97,113103.0,BEV,71272.0,yes
China,2022,Volkswagen,"$35,877 ",3919.0,23.48,101562.0,HEV,1794.0,no
Japan,2017,Volkswagen,"$18,445 ",1193.0,3.16,43252.0,HEV,11856.0,Yes
China,2024,Ford,"$38,267 ",3572.0,6.56,81522.0,BEV,37389.0,YES
Japan,2024,BMW,"$41,086 ",3540.0,23.61,114066.0,BEV,69551.0,yes
France,2019,Chevrolet,"$4,734 ",4966.0,14.81,14260.0,BEV,73378.0,no
Canada,2018,Ford,"$5,929 ",4449.0,9.86,45589.0,HEV,78313.0,YES
USA,2016,Kia,"$39,213 ",4366.0,24.11,102312.0,HEV,63848.0,Yes
USA,2024,Kia,"$19,282 ",37.0,9.4,98737.0,HEV,41068.0,No
Norway,2018,Renault,"$2,927 ",1635.0,20.9,62581.0,PHEV,37123.0,No
Germany,2015,Kia,"$47,321 ",3730.0,29.94,96875.0,PHEV,44034.0,YES
France,2022,Hyundai,"$22,120 ",98.0,18.08,69934.0,HEV,58465.0,Yes
Canada,2018,Tesla,"$47,473 ",4971.0,12.76,122896.0,HEV,79871.0,Yes
UK,2022,Volkswagen,"$6,677 ",256.0,11.78,68122.0,HEV,44056.0,Yes
Canada,2023,Volkswagen,"$18,907 ",4843.0,5.24,26546.0,BEV,3478.0,no
India,2017,Renault,"$46,971 ",2261.0,11.55,80895.0,BEV,24382.0,YES
Norway,2015,Chevrolet,"$23,291 ",1562.0,4.62,40928.0,BEV,25269.0,no
China,2024,Renault,"$18,453 ",3228.0,7.03,75488.0,PHEV,13405.0,YES
Germany,2023,Kia,"$28,312 ",4655.0,9.41,71079.0,PHEV,10973.0,no
Canada,2023,BMW,"$24,425 ",3673.0,7.45,100032.0,BEV,71624.0,Yes
USA,2016,Volkswagen,"$49,652 ",176.0,20.82,124491.0,HEV,12631.0,no
Norway,2019,Tesla,"$48,362 ",3967.0,29.19,86576.0,HEV,64389.0,YES
Japan,2017,BMW,"$10,658 ",2818.0,19.75,79158.0,PHEV,63167.0,YES
USA,2019,BMW,"$17,706 ",1447.0,4.75,105801.0,PHEV,64829.0,Yes
France,2024,BMW,"$3,687 ",1175.0,17.04,44128.0,BEV,40884.0,Yes
Netherlands,2017,Volkswagen,"$26,567 ",1669.0,4.07,30629.0,BEV,53214.0,yes
Canada,2024,Hyundai,"$18,954 ",4267.0,7.02,115043.0,BEV,18428.0,yes
UK,2018,Ford,"$43,247 ",3545.0,13.66,78981.0,PHEV,77084.0,no
Japan,2020,Ford,"$21,853 ",2260.0,2.54,47570.0,HEV,26579.0,yes
UK,2022,Kia,"$27,230 ",2024.0,14.57,51333.0,PHEV,54077.0,YES
India,2015,Nissan,"$29,034 ",2745.0,15.49,80520.0,BEV,34435.0,yes
USA,2023,Tesla,"$10,557 ",110.0,25.59,82071.0,PHEV,11988.0,No
Norway,2024,Ford,"$12,129 ",3866.0,7.15,99462.0,HEV,34469.0,Yes
Norway,2018,Chevrolet,"$46,572 ",30.0,9.58,82589.0,BEV,11705.0,Yes
India,2020,Tesla,"$35,728 ",3746.0,21.59,64569.0,BEV,6334.0,No
France,2016,Volkswagen,"$12,781 ",2540.0,3.7,29810.0,PHEV,66550.0,YES
China,2017,Tesla,"$41,540 ",3089.0,26.91,90322.0,PHEV,16646.0,yes
USA,2015,Renault,"$25,855 ",1834.0,15.82,30719.0,PHEV,77197.0,No
India,2023,Nissan,"$31,862 ",334.0,6.89,111736.0,HEV,56277.0,No
Netherlands,2019,Chevrolet,"$19,588 ",1204.0,7.91,97391.0,PHEV,16419.0,No
Germany,2023,Kia,"$25,980 ",4607.0,16.32,105946.0,BEV,64556.0,Yes
Norway,2024,Nissan,"$15,499 ",4326.0,27.02,101143.0,HEV,25055.0,No
India,2022,Renault,"$7,525 ",4367.0,11.48,69681.0,BEV,12326.0,No
Netherlands,2021,Tesla,"$29,209 ",2365.0,20.15,96642.0,PHEV,1605.0,Yes
Japan,2023,Renault,"$36,945 ",4557.0,20.68,70174.0,PHEV,31530.0,Yes
Canada,2021,Chevrolet,"$38,524 ",4040.0,29.17,77448.0,PHEV,39541.0,YES
Netherlands,2021,BMW,"$28,398 ",2704.0,12.25,32916.0,PHEV,31982.0,Yes
Netherlands,2016,BYD,"$7,275 ",494.0,25.91,55268.0,HEV,23765.0,no
China,2024,Kia,"$46,320 ",3648.0,3.45,51506.0,BEV,17722.0,YES
Germany,2022,BYD,"$43,121 ",4274.0,1.23,72391.0,HEV,49311.0,No
Netherlands,2024,Hyundai,"$41,629 ",4243.0,12.88,72722.0,BEV,57636.0,yes
UK,2018,Kia,"$3,110 ",2483.0,21.39,8914.0,PHEV,35058.0,Yes
Netherlands,2024,Chevrolet,"$13,285 ",2825.0,28.45,78927.0,HEV,52169.0,YES
Germany,2020,Ford,"$7,173 ",1752.0,6.01,53214.0,HEV,4534.0,No
Canada,2022,Volkswagen,"$15,185 ",2792.0,8.83,72495.0,HEV,2634.0,no
Norway,2020,Renault,"$4,364 ",1077.0,22.6,78171.0,PHEV,78364.0,no
UK,2022,BMW,"$47,400 ",4012.0,7.3,115770.0,HEV,55470.0,Yes
Canada,2021,Tesla,"$48,394 ",2363.0,10.31,126062.0,BEV,9203.0,YES
Norway,2018,BYD,"$10,822 ",3113.0,23.76,34069.0,HEV,18340.0,no
Canada,2022,Tesla,"$46,835 ",250.0,3.68,82558.0,BEV,76740.0,YES
USA,2024,Renault,"$5,491 ",4075.0,27.16,58446.0,BEV,45863.0,no
Germany,2020,Nissan,"$17,908 ",610.0,17.81,72754.0,PHEV,36794.0,No
France,2019,Hyundai,"$13,744 ",228.0,6.05,40046.0,BEV,24536.0,Yes
USA,2022,Ford,"$47,254 ",441.0,13.64,143862.0,BEV,75675.0,yes
Germany,2019,Kia,"$30,560 ",3917.0,7.71,87260.0,BEV,3539.0,Yes
India,2023,BYD,"$43,573 ",400.0,28.63,102397.0,BEV,13281.0,No
Japan,2018,Chevrolet,"$15,620 ",1764.0,29.9,93047.0,BEV,27111.0,yes
UK,2024,BMW,"$39,275 ",532.0,15.56,124447.0,PHEV,5837.0,No
Japan,2024,Ford,"$12,301 ",287.0,27.19,54217.0,PHEV,14065.0,yes
USA,2017,Nissan,"$11,131 ",949.0,21.18,60885.0,BEV,6094.0,no
China,2023,Ford Inc,"$49,346 ",3373.0,1.58,78294.0,HEV,47908.0,Yes
India,2019,BMW,"$23,615 ",1242.0,26.81,71698.0,PHEV,60417.0,no
Canada,2023,Chevrolet,"$24,281 ",3073.0,10.93,65304.0,HEV,5236.0,No
Germany,2017,Chevrolet,"$2,439 ",3866.0,3.6,84901.0,PHEV,31100.0,Yes
France,2020,BMW,"$1,860 ",3746.0,2.36,80390.0,HEV,25941.0,no
Norway,2018,Renault,"$11,593 ",267.0,6.35,102973.0,HEV,50823.0,Yes
Netherlands,2023,Chevrolet,"$20,522 ",244.0,19.3,90265.0,BEV,3400.0,Yes
USA,2020,Ford,"$10,109 ",4380.0,12.37,100519.0,PHEV,61598.0,Yes
Japan,2022,Kia,"$41,008 ",449.0,24.03,137087.0,HEV,67186.0,yes
Japan,2015,Volkswagen,"$32,889 ",43.0,1.78,53305.0,HEV,79655.0,YES
Germany,2016,Kia,"$8,144 ",1120.0,28.75,89096.0,HEV,54662.0,no
India,2021,Tesla,"$49,487 ",1266.0,1.64,66289.0,HEV,61646.0,yes
Netherlands,2018,Volkswagen,"$22,153 ",2721.0,9.77,66541.0,BEV,35600.0,yes
Netherlands,2020,Nissan,"$18,908 ",3356.0,22.92,63779.0,PHEV,48165.0,Yes
India,2015,BMW,"$31,747 ",4967.0,15.6,62242.0,HEV,72744.0,No
Germany,2015,Kia,$805 ,1394.0,10.1,19763.0,HEV,67408.0,YES
UK,2022,Nissan,"$18,160 ",552.0,27.27,113308.0,PHEV,41499.0,Yes
USA,2015,Chevrolet,"$28,515 ",593.0,6.65,104189.0,PHEV,37241.0,no
Japan,2015,Ford,"$20,187 ",2457.0,17.57,38861.0,PHEV,13413.0,Yes
UK,2024,BYD,"$37,136 ",1348.0,9.29,110309.0,HEV,50504.0,Yes
Netherlands,2022,Ford,"$22,907 ",3611.0,23.68,33977.0,HEV,40025.0,yes
Netherlands,2019,BYD,"$40,389 ",3694.0,4.43,54058.0,BEV,22085.0,yes
Germany,2020,Hyundai,"$29,287 ",518.0,13.52,80902.0,PHEV,78090.0,Yes
UK,2018,Volkswagen,"$38,139 ",4445.0,12.88,57084.0,PHEV,57964.0,No
Norway,2021,BYD,"$39,554 ",3182.0,17.22,50488.0,HEV,46530.0,No
UK,2022,Ford,"$11,050 ",4034.0,10.0,62192.0,BEV,68656.0,No
UK,2015,Volkswagen,"$11,716 ",1418.0,15.29,91447.0,BEV,44938.0,YES
India,2018,Nissan,"$40,931 ",1627.0,27.82,82841.0,PHEV,23761.0,YES
Canada,2023,Tesla,"$25,492 ",1398.0,3.26,71939.0,PHEV,11786.0,YES
UK,2023,Renault,"$46,280 ",1756.0,19.36,143724.0,HEV,77587.0,yes
Japan,2020,BMW,"$31,813 ",1721.0,18.79,126571.0,BEV,49556.0,YES
UK,2023,Ford,"$27,106 ",246.0,11.64,58373.0,HEV,59369.0,Yes
Norway,2023,Kia,"$17,333 ",578.0,14.23,83643.0,PHEV,47729.0,yes
Norway,2019,Hyundai,"$11,018 ",4319.0,3.09,93456.0,BEV,26545.0,no
Japan,2015,Chevrolet,"$3,845 ",2495.0,7.51,14487.0,HEV,65533.0,no
India,2019,Kia,"$7,535 ",4240.0,26.76,32118.0,PHEV,23105.0,yes
UK,2015,Kia,"$12,744 ",1718.0,22.34,25462.0,PHEV,44997.0,yes
India,2018,Kia,"$31,928 ",4001.0,12.99,83137.0,BEV,48351.0,no
China,2022,BMW,"$41,501 ",4906.0,29.56,95186.0,PHEV,36386.0,No
USA,2022,Renault,"$11,891 ",2433.0,9.24,94667.0,PHEV,20282.0,YES
Norway,2020,Hyundai,"$22,959 ",2057.0,16.41,84897.0,BEV,2722.0,yes
China,2018,BYD,"$17,775 ",3817.0,7.9,70567.0,HEV,9894.0,No
India,2021,Nissan,"$19,217 ",2204.0,9.91,45176.0,PHEV,11515.0,YES
India,2022,Nissan,"$9,577 ",1601.0,25.26,64127.0,PHEV,76979.0,No
Canada,2016,Volkswagen,"$35,851 ",1739.0,18.56,127225.0,HEV,68966.0,no
Japan,2022,Tesla,"$40,328 ",401.0,27.6,131979.0,PHEV,75843.0,no
France,2017,Nissan,"$7,209 ",893.0,10.67,43396.0,PHEV,67935.0,YES
Japan,2024,Chevrolet,"$7,952 ",375.0,11.27,104673.0,BEV,11564.0,No
USA,2023,Nissan,"$48,010 ",528.0,24.86,52720.0,BEV,64564.0,no
Norway,2021,Nissan,"$39,895 ",280.0,8.67,134545.0,HEV,24074.0,yes
Canada,2023,BMW,"$21,698 ",1017.0,7.68,70766.0,HEV,17560.0,YES
Germany,2015,Tesla,"$43,781 ",1724.0,23.08,83719.0,BEV,36391.0,no
France,2023,Hyundai,"$42,366 ",3531.0,27.43,85179.0,BEV,67042.0,no
Germany,2024,Nissan,"$34,577 ",4728.0,11.69,111346.0,HEV,11726.0,No
USA,2015,Chevrolet,"$27,268 ",765.0,10.38,73050.0,BEV,20958.0,Yes
UK,2019,BYD,"$48,137 ",639.0,22.83,94011.0,PHEV,41197.0,Yes
Germany,2024,Hyundai,"$9,596 ",2627.0,27.06,36214.0,BEV,10868.0,Yes
Netherlands,2016,Kia Inc,"$44,946 ",2716.0,23.2,84134.0,BEV,34375.0,No
Netherlands,2022,Chevrolet,"$6,174 ",3435.0,11.11,96450.0,HEV,36162.0,YES
France,2020,BYD,"$11,551 ",4906.0,29.12,67992.0,HEV,62401.0,no
Canada,2023,Volkswagen,"$35,316 ",4215.0,28.46,64846.0,BEV,1893.0,Yes
Germany,2022,Nissan,"$46,311 ",4158.0,8.85,60924.0,PHEV,7087.0,no
Germany,2015,Hyundai,"$36,201 ",2291.0,26.35,66823.0,PHEV,42989.0,no
France,2017,BMW,"$6,601 ",1841.0,9.81,41147.0,HEV,4475.0,no
China,2022,Volkswagen,"$43,973 ",3176.0,8.72,53720.0,HEV,21250.0,yes
USA,2020,Chevrolet,"$10,596 ",2046.0,17.76,95934.0,PHEV,48381.0,yes
Norway,2015,BMW,"$19,447 ",2961.0,2.92,102636.0,PHEV,40387.0,YES
USA,2024,Hyundai,"$22,531 ",937.0,4.41,28086.0,PHEV,47095.0,Yes
Netherlands,2019,Ford,"$1,542 ",4198.0,23.04,12775.0,PHEV,4088.0,YES
japan,2019,Volkswagen,"$2,146 ",4945.0,23.72,18599.0,PHEV,53233.0,No
Norway,2020,Tesla,"$35,015 ",758.0,4.28,101015.0,HEV,62993.0,yes
Germany,2016,BYD,$983 ,461.0,11.43,66257.0,HEV,14386.0,Yes
China,2019,Kia,"$30,178 ",1813.0,27.87,92239.0,HEV,67930.0,YES
Netherlands,2021,Volkswagen,"$48,352 ",2431.0,3.01,68819.0,PHEV,25504.0,no
UK,2020,Renault,"$11,480 ",1854.0,19.94,96903.0,PHEV,23975.0,Yes
UK,2024,Kia,"$19,949 ",3651.0,12.07,39553.0,PHEV,61140.0,YES
France,2019,BMW,"$25,862 ",3377.0,6.94,77912.0,BEV,8697.0,No
Japan,2024,BMW,"$23,575 ",4513.0,20.62,53310.0,PHEV,32293.0,no
Canada,2016,Kia,"$39,509 ",3032.0,8.34,107311.0,HEV,54448.0,YES
UK,2016,Chevrolet,"$4,477 ",3554.0,14.27,18217.0,PHEV,65745.0,yes
India,2021,Tesla,"$8,291 ",495.0,16.18,46732.0,BEV,1337.0,YES
Germany,2022,BYD,"$25,936 ",2013.0,20.12,78130.0,HEV,45388.0,yes
USA,2017,Volkswagen,"$23,823 ",1889.0,2.51,92483.0,PHEV,32536.0,YES
Canada,2016,Tesla,"$49,802 ",1669.0,25.88,123537.0,HEV,15133.0,YES
USA,2022,Tesla,"$29,071 ",2425.0,4.2,79812.0,BEV,22871.0,Yes
USA,2023,Hyundai,"$6,723 ",1205.0,25.08,88098.0,BEV,64196.0,No
UK,2016,Nissan,"$41,277 ",2898.0,15.17,123590.0,BEV,33544.0,Yes
USA,2019,Chevrolet,"$19,251 ",3353.0,12.2,51377.0,BEV,20481.0,YES
Norway,2023,BMW,"$26,336 ",1343.0,8.38,50885.0,HEV,69872.0,No
Germany,2022,Ford,"$8,657 ",3094.0,29.84,47138.0,HEV,68967.0,yes
Netherlands,2015,Hyundai,"$34,284 ",651.0,5.69,68492.0,HEV,18522.0,YES
India,2020,Renault,"$47,902 ",924.0,9.42,96656.0,HEV,46102.0,no
France,2023,Hyundai,"$21,435 ",45.0,15.39,69311.0,PHEV,68482.0,Yes
USA,2018,BMW,"$37,224 ",4361.0,13.18,107085.0,BEV,9699.0,no
India,2020,Kia,"$46,616 ",2046.0,16.33,102912.0,PHEV,35512.0,Yes
USA,2022,Tesla,"$11,675 ",2368.0,17.8,13436.0,BEV,7458.0,yes
Norway,2024,Nissan,"$20,610 ",1553.0,20.83,83056.0,PHEV,29433.0,Yes
Germany,2018,Tesla,"$3,464 ",1040.0,6.4,82811.0,BEV,76603.0,Yes
USA,2019,Volkswagen,"$3,601 ",2424.0,2.32,39212.0,PHEV,62495.0,no
France,2024,Volkswagen,"$31,229 ",1948.0,18.7,48187.0,BEV,73619.0,yes
Japan,2015,Nissan,"$41,457 ",4428.0,18.29,134037.0,HEV,11334.0,No
USA,2022,Hyundai,"$42,917 ",639.0,14.11,141718.0,HEV,22016.0,yes
UK,2015,Tesla,"$4,580 ",4790.0,25.95,28884.0,HEV,78702.0,yes
Canada,2024,BMW,"$3,898 ",2333.0,5.84,64634.0,HEV,53996.0,yes
France,2019,Renault,"$11,107 ",3814.0,20.85,87459.0,HEV,21494.0,no
Canada,2015,Hyundai,"$21,737 ",13.0,26.15,93857.0,HEV,28156.0,yes
USA,2020,Chevrolet,"$5,835 ",1212.0,12.35,49176.0,PHEV,21557.0,Yes
China,2021,Hyundai,"$36,056 ",2831.0,15.52,128529.0,HEV,73257.0,yes
China,2015,Hyundai,"$21,075 ",4626.0,9.52,55199.0,PHEV,68229.0,No
Norway,2022,Chevrolet,"$3,090 ",1352.0,15.46,46132.0,HEV,52209.0,no
USA,2018,Volkswagen,"$3,404 ",3205.0,21.12,44109.0,BEV,19764.0,yes
Netherlands,2023,BMW,"$8,708 ",333.0,28.52,23479.0,PHEV,65206.0,YES
India,2018,Renault,"$8,783 ",4957.0,3.7,80081.0,PHEV,6054.0,YES
Japan,2016,Chevrolet,"$13,776 ",4902.0,3.76,31247.0,PHEV,71949.0,Yes
Norway,2024,Nissan,"$7,920 ",560.0,9.66,63245.0,HEV,27527.0,no
Canada,2024,BYD,"$43,750 ",3847.0,13.09,114118.0,HEV,69147.0,yes
USA,2023,Nissan,"$8,853 ",2002.0,14.33,50849.0,PHEV,77604.0,No
Germany,2021,BMW,"$23,604 ",671.0,19.09,96853.0,BEV,62083.0,Yes
UK,2019,BMW,"$19,418 ",13.0,2.88,69596.0,HEV,71697.0,Yes
Germany,2017,Hyundai,"$14,684 ",2957.0,20.35,87458.0,PHEV,14156.0,No
UK,2021,Hyundai,"$2,911 ",126.0,25.58,4487.0,PHEV,15641.0,Yes
USA,2022,Tesla,"$9,463 ",209.0,22.27,51602.0,BEV,40651.0,yes
France,2023,Chevrolet,"$28,399 ",4758.0,20.24,81539.0,HEV,55936.0,no
China,2023,Hyundai,"$26,678 ",1129.0,11.16,35743.0,HEV,63404.0,YES
Norway,2023,BYD,"$43,371 ",2911.0,22.95,113439.0,PHEV,63063.0,YES
USA,2023,Renault Inc,"$18,122 ",3320.0,6.66,104855.0,BEV,13008.0,No
Netherlands,2015,Tesla,"$20,666 ",2254.0,28.65,35433.0,BEV,40989.0,Yes
France,2024,BYD,"$41,082 ",3420.0,12.74,87371.0,BEV,22565.0,YES
UK,2017,Nissan,"$35,511 ",2599.0,28.77,94499.0,BEV,76285.0,no
Norway,2023,Volkswagen,"$25,799 ",1401.0,16.48,67575.0,HEV,16948.0,YES
Germany,2019,Hyundai,"$25,618 ",560.0,10.32,43639.0,HEV,74892.0,No
Germany,2018,Volkswagen,"$36,073 ",630.0,23.15,73183.0,HEV,22526.0,no
Netherlands,2016,BMW,"$27,667 ",890.0,17.24,53155.0,HEV,38952.0,YES
Norway,2018,Renault,"$31,895 ",3880.0,17.73,108415.0,BEV,69334.0,yes
India,2019,Ford,"$8,103 ",3522.0,9.55,24810.0,PHEV,19009.0,Yes
USA,2017,Ford,"$1,816 ",1729.0,24.95,4842.0,PHEV,68083.0,YES
India,2015,BYD,"$15,789 ",3788.0,5.2,56068.0,BEV,28279.0,No
USA,2021,Tesla,"$17,500 ",4525.0,26.93,40658.0,BEV,49630.0,no
USA,2015,Ford,"$19,505 ",4251.0,22.88,105601.0,BEV,41252.0,No
Japan,2019,Tesla,"$45,676 ",3580.0,15.66,130742.0,HEV,1705.0,Yes
Norway,2019,Hyundai,"$46,793 ",3544.0,2.54,92213.0,HEV,21152.0,No
Japan,2015,Tesla,"$32,355 ",1944.0,6.08,93571.0,HEV,74699.0,No
Japan,2020,Renault,"$22,105 ",219.0,4.19,85590.0,BEV,52959.0,No
Canada,2015,Volkswagen,"$35,875 ",3946.0,24.63,120592.0,PHEV,10168.0,YES
China,2017,Volkswagen,"$3,073 ",2599.0,11.82,46832.0,HEV,68426.0,No
Germany,2020,Renault,"$20,451 ",1688.0,4.34,30560.0,HEV,27842.0,yes
Canada,2023,Chevrolet,"$43,371 ",3772.0,4.39,109756.0,HEV,60730.0,No
China,2016,Hyundai,"$18,409 ",338.0,19.94,49791.0,BEV,55520.0,Yes
Germany,2023,Renault,"$20,089 ",1608.0,24.52,28671.0,PHEV,41591.0,Yes
USA,2022,Ford,"$5,107 ",1418.0,28.75,48078.0,HEV,5659.0,YES
China,2019,BYD,"$4,898 ",4054.0,7.64,53043.0,PHEV,48543.0,no
Canada,2018,BMW,"$39,980 ",2033.0,26.58,54917.0,HEV,20569.0,No
India,2022,Ford,"$12,843 ",2603.0,6.08,44975.0,HEV,32356.0,yes
Netherlands,2016,Renault,"$15,938 ",1800.0,27.0,36111.0,HEV,11376.0,yes
UK,2024,Tesla,"$49,151 ",1714.0,7.65,73716.0,BEV,63205.0,no
India,2019,BMW,"$13,876 ",4675.0,28.91,16159.0,BEV,66783.0,No
Norway,2016,Ford,"$31,346 ",991.0,25.15,50295.0,HEV,34503.0,yes
India,2016,Hyundai,"$11,351 ",458.0,8.08,14186.0,PHEV,71251.0,no
France,2020,Chevrolet,"$33,881 ",1443.0,7.44,101293.0,HEV,10325.0,Yes
France,2022,Chevrolet,"$29,946 ",681.0,1.16,98112.0,PHEV,61662.0,YES
Netherlands,2018,Tesla,"$33,628 ",2402.0,18.93,90831.0,HEV,3090.0,yes
China,2021,BYD,"$40,775 ",503.0,7.87,136921.0,PHEV,18747.0,No
Norway,2018,Nissan,"$15,509 ",3408.0,14.45,93552.0,BEV,22215.0,no
UK,2017,Tesla,"$37,418 ",1481.0,24.64,47616.0,PHEV,38429.0,no
japan,2024,BMW,"$19,755 ",523.0,29.8,90903.0,HEV,53909.0,Yes
Canada,2016,Renault,"$25,780 ",1683.0,29.66,37063.0,HEV,5953.0,Yes
UK,2021,BYD,"$21,198 ",4673.0,8.51,44214.0,PHEV,14248.0,No
Netherlands,2018,Ford,"$22,029 ",3256.0,15.72,118682.0,BEV,47733.0,yes
USA,2023,Renault,"$36,927 ",4936.0,29.05,135561.0,PHEV,29803.0,no
India,2018,Renault,"$44,827 ",819.0,21.62,108039.0,BEV,22604.0,YES
India,2024,Renault,"$28,060 ",582.0,10.13,107692.0,PHEV,30550.0,no
China,2018,BYD,"$35,728 ",1751.0,3.28,121261.0,BEV,35337.0,Yes
China,2023,Volkswagen,"$17,560 ",1843.0,21.24,60320.0,PHEV,75869.0,yes
Japan,2019,Ford,"$42,570 ",4339.0,24.88,48892.0,PHEV,40875.0,Yes
China,2024,BYD,"$11,863 ",4163.0,27.15,57385.0,BEV,71674.0,Yes
Germany,2024,Renault,"$25,432 ",4401.0,18.55,83131.0,PHEV,41090.0,Yes
France,2018,Kia,"$43,077 ",1633.0,23.14,117564.0,PHEV,14837.0,no
Japan,2019,BMW,"$44,659 ",4506.0,14.9,136299.0,PHEV,69140.0,yes
China,2022,Renault,"$19,696 ",2831.0,29.22,119101.0,BEV,32280.0,yes
UK,2023,Volkswagen,"$27,962 ",2738.0,21.01,53936.0,PHEV,37036.0,no
Netherlands,2024,Ford,"$19,578 ",2092.0,23.54,69104.0,HEV,54467.0,Yes
China,2024,BMW,"$4,459 ",1550.0,29.78,36017.0,HEV,60807.0,Yes
USA,2021,Nissan,"$16,190 ",689.0,11.42,110155.0,PHEV,18705.0,YES
